Source,Target,Weight
9198,9936,3
9198,10100,4
9198,10238,3
9198,10662,1
9198,10913,37
9198,11500,3
9203,10057,6
9203,10466,1
9203,11595,14
9205,10555,1
9205,10743,1
9205,11826,5
9207,9345,3
9207,10263,2
9207,10571,1
9207,10904,2
9207,11468,1
9207,12059,1
9208,11371,2
9212,10942,4
9214,9861,4
9214,10027,2
9214,10032,2
9214,10313,3
9214,10430,1
9214,10763,6
9214,11158,10
9215,10120,2
9215,11969,2
9216,10590,1
9216,12154,11
9217,9569,8
9217,12295,5
9219,12085,1
9220,9397,1
9220,11839,1
9221,9222,12
9221,9612,1
9221,9779,1
9221,10100,1
9221,11093,2
9221,11167,1
9221,12273,2
9222,9567,13
9222,9575,1
9222,9612,1
9222,9674,1
9222,9779,5
9222,9936,2
9222,10095,1
9222,10100,2
9222,10238,1
9222,10571,1
9222,11093,2
9222,11167,4
9222,11403,1
9222,11526,4
9222,11891,1
9222,12207,1
9222,12221,1
9222,12273,2
9224,9507,1
9225,10942,1
9227,10442,1
9228,10232,17
9228,10542,185
9229,9433,1
9229,10053,1
9229,11261,1
9229,11811,1
9229,11981,1
9229,12234,1
9229,12291,1
9230,9747,1
9230,12194,1
9231,10916,1
9232,10575,6
9232,11381,4
9234,9433,2
9234,11722,5
9234,11811,2
9234,11960,1
9234,12291,10
9236,9900,1
9236,11327,6
9237,9489,1
9237,9833,1
9237,11415,2
9237,11973,1
9241,9525,6
9241,10726,1
9242,9311,2
9242,11887,1
9243,9270,2
9243,9984,1
9243,10406,1
9244,9447,1
9244,11142,1
9244,11792,2
9253,10743,1
9253,11597,7
9253,11613,2
9260,11024,1
9261,9622,5
9261,9636,1
9261,10029,1
9261,10182,1
9261,10202,5
9261,11826,6
9262,10370,2
9262,11901,1
9264,10748,32
9264,10794,2
9264,11779,1
9265,12048,3
9265,12138,3
9268,9909,1
9269,9632,76
9269,10098,4
9269,10739,10
9269,11342,1
9269,11988,37
9269,11989,1
9270,9984,12
9270,10406,16
9270,10856,2
9270,11562,2
9270,11563,1
9271,9545,51
9271,9947,1
9271,12152,46
9272,10360,27
9272,10930,4
9272,11731,2
9273,9377,1
9273,9661,8
9273,9842,1
9273,10258,14
9273,10480,1
9273,10785,6
9273,11100,1
9273,11536,1
9273,12032,5
9274,10168,1
9275,9301,3
9275,9322,3
9275,9347,1
9275,9540,3
9275,9575,1
9275,9625,3
9275,9720,2
9275,9725,1
9275,9727,1
9275,9905,1
9275,10001,1
9275,10025,13
9275,10067,35
9275,10290,1
9275,10466,1
9275,10506,1
9275,10547,14
9275,10635,1
9275,10639,1
9275,10643,7
9275,10663,1
9275,10698,1
9275,10742,1
9275,10774,1
9275,10775,1
9275,11274,1
9275,11423,13
9275,11471,1
9275,11801,1
9275,12007,7
9275,12108,1
9275,12221,7
9276,9426,2
9276,9836,1
9276,11662,12
9276,11853,2
9277,9897,4
9277,10238,2
9277,11079,1
9277,11148,1
9277,11224,9
9277,11987,2
9277,12222,2
9279,9434,2
9279,11764,1
9281,10576,1
9282,11652,2
9283,9328,13
9283,9854,10
9283,10046,1
9283,10159,2
9283,10226,14
9283,10286,9
9283,10938,5
9283,11028,3
9283,11331,15
9284,10519,1
9284,11030,1
9285,9729,1
9285,11400,10
9285,11770,2
9289,10903,1
9290,12212,1
9291,10950,1
9291,11334,2
9292,10148,1
9292,10850,4
9292,10988,4
9294,10869,8
9294,11734,1
9294,11826,1
9294,11989,1
9298,9344,1
9299,10236,1
9301,9316,1
9301,10188,1
9301,10547,19
9301,10794,1
9301,11794,1
9301,12307,1
9302,10698,1
9302,11274,1
9302,12210,3
9303,10538,1
9304,11143,6
9305,9683,5
9305,10594,2
9305,10743,11
9305,10930,6
9305,11348,1
9306,9868,1
9306,10202,1
9306,11013,1
9307,10069,1
9307,10661,2
9307,10888,35
9307,11947,1
9311,9344,1
9311,9483,1
9311,9495,10
9311,9496,9
9311,9519,2
9311,9645,3
9311,9664,2
9311,9960,34
9311,10020,4
9311,10040,8
9311,10041,1
9311,10280,1
9311,10353,12
9311,10555,1
9311,10631,1
9311,10668,5
9311,10747,5
9311,10825,1
9311,10826,2
9311,11401,3
9311,11796,1
9311,11810,3
9311,11887,43
9311,11933,13
9311,11941,1
9311,11965,1
9311,12231,44
9311,12309,29
9312,11143,3
9313,10664,2
9314,9463,1
9314,10495,9
9314,10672,1
9314,10873,1
9314,11033,7
9314,11162,9
9314,11412,1
9314,11566,1
9314,11769,19
9314,12123,1
9314,12128,1
9314,12129,2
9316,10029,3
9316,10643,9
9316,11538,1
9316,11910,42
9317,9488,1
9317,9617,2
9317,9809,1
9318,11078,1
9321,11002,3
9322,10289,2
9322,10547,8
9323,9476,1
9323,10080,3
9323,10571,4
9323,11109,4
9323,11403,2
9323,11565,8
9323,11809,1
9323,11840,1
9324,11131,2
9324,12111,1
9325,9618,4
9325,10838,2
9325,11184,8
9325,11246,3
9325,11539,2
9325,12157,1
9326,10232,1
9326,11239,7
9326,11735,2
9327,10305,1
9328,9854,9
9328,10159,1
9328,10226,13
9328,10286,10
9328,10938,5
9328,11028,3
9328,11331,10
9328,11625,1
9328,11828,1
9329,9383,2
9329,11493,2
9330,9803,2
9331,9620,62
9331,9655,2
9331,10128,4
9331,10142,68
9331,11017,1
9331,11749,1
9333,9918,2
9335,9420,2
9335,9442,4
9335,9468,71
9335,9490,4
9335,9721,3
9335,9837,1
9335,10154,1
9335,10211,5
9335,10332,1
9335,10401,1
9335,10481,2
9335,10620,2
9335,11192,1
9335,11439,1
9335,11614,4
9335,12190,1
9337,10529,1
9337,11928,2
9340,10064,10
9340,10156,4
9340,10934,23
9340,11149,1
9340,11551,4
9340,11826,1
9342,9422,1
9342,9842,1
9342,10202,4
9342,11536,6
9344,9412,2
9344,9545,2
9344,9546,1
9344,9600,1
9344,9724,2
9344,9794,2
9344,9803,3
9344,9807,1
9344,9899,9
9344,9960,1
9344,9994,1
9344,10002,3
9344,10090,1
9344,10109,12
9344,10237,7
9344,10297,48
9344,10385,1
9344,10421,4
9344,10462,2
9344,10538,23
9344,10714,3
9344,10774,1
9344,10959,2
9344,11022,6
9344,11036,49
9344,11101,3
9344,11284,3
9344,11315,1
9344,11351,2
9344,11353,1
9344,11359,5
9344,11360,2
9344,11377,1
9344,11489,3
9344,11518,1
9344,11520,3
9344,11616,2
9344,11669,1
9344,11677,3
9344,11761,1
9344,11796,7
9344,11809,2
9344,11810,4
9344,11879,1
9344,11902,3
9344,11919,2
9344,11933,1
9344,12139,3
9344,12152,2
9344,12157,3
9344,12246,1
9344,12268,1
9344,12277,1
9344,12302,1
9344,12309,2
9345,10263,1
9347,9575,1
9347,10466,1
9347,11720,1
9348,10378,1
9348,11200,1
9349,9629,1
9349,10401,1
9349,10619,2
9349,11226,3
9349,11232,1
9349,11974,1
9349,12270,2
9350,10865,1
9351,10542,1
9352,11348,5
9353,10736,3
9353,10942,3
9354,9569,3
9354,10294,1
9354,10694,1
9358,10276,1
9358,10575,1
9358,11674,1
9359,9481,4
9362,10154,3
9363,9477,1
9363,10004,1
9363,10053,1
9363,10076,1
9363,10704,1
9363,10785,1
9363,11470,1
9363,11647,1
9365,11148,6
9365,11224,9
9366,9942,11
9366,10177,2
9366,10519,26
9366,10527,9
9366,10942,2
9366,11046,1
9366,11230,1
9366,11570,3
9366,11926,1
9367,11084,2
9370,11439,1
9372,10076,1
9372,11599,1
9374,9634,1
9374,10730,1
9374,10887,3
9374,10991,3
9374,11456,2
9374,11706,1
9374,11837,1
9374,12290,1
9374,12295,1
9375,9803,1
9375,11022,1
9375,11153,1
9376,9507,2
9376,9692,2
9376,10067,2
9376,11423,2
9376,11804,3
9377,9407,2
9377,9842,22
9377,10202,2
9377,10604,1
9377,11100,45
9378,11040,1
9378,11566,2
9378,11834,1
9379,9552,13
9379,10575,3
9379,11764,1
9379,11808,1
9379,12123,5
9381,9654,8
9381,9724,1
9381,9744,1
9381,9912,1
9381,10255,2
9381,10767,1
9381,10973,3
9381,12277,1
9382,11659,1
9382,12130,1
9383,9445,1
9383,9684,25
9383,9812,1
9383,9876,11
9383,9948,1
9383,10364,2
9383,10639,1
9383,10873,8
9383,10911,1
9383,11422,1
9383,11493,21
9383,12048,1
9383,12129,33
9383,12174,3
9383,12195,2
9383,12232,1
9385,11246,1
9385,12157,1
9386,11355,1
9386,11881,1
9386,12297,1
9387,10942,1
9391,9747,1
9391,9943,7
9391,9996,2
9391,10120,45
9391,10311,2
9391,10513,2
9391,10698,3
9391,12093,8
9391,12154,17
9395,10913,1
9397,9601,1
9397,9968,2
9397,10218,4
9397,10743,1
9397,11452,4
9397,11597,10
9397,11613,3
9397,11839,56
9398,9545,40
9398,10603,3
9398,12152,53
9399,11308,7
9401,12299,2
9403,9552,11
9403,12123,2
9404,9747,1
9404,9820,1
9405,9741,1
9405,10005,1
9406,10547,2
9407,10232,3
9407,10622,7
9407,11239,12
9407,11242,1
9407,11287,8
9408,12175,2
9412,10519,1
9413,10515,1
9413,11309,1
9416,11471,2
9417,10067,1
9418,9747,1
9418,10089,1
9418,10102,1
9418,11299,1
9419,9862,2
9420,9468,2
9420,9490,2
9420,10154,1
9420,10295,2
9420,11294,1
9422,10792,1
9426,9428,62
9426,10591,1
9426,10919,2
9426,11662,2
9426,11853,2
9426,11877,2
9427,10475,4
9428,11398,2
9429,12139,2
9429,12277,2
9430,11928,1
9431,12140,1
9432,9656,1
9433,9477,7
9433,9989,11
9433,11100,2
9433,11261,1
9433,11811,1
9433,11981,46
9433,12048,10
9433,12234,1
9433,12291,10
9435,11146,1
9435,11816,1
9437,10543,1
9438,9594,1
9438,11693,5
9438,12305,1
9439,9510,1
9439,9630,1
9439,9812,6
9439,9842,3
9439,10040,1
9439,10075,1
9439,10173,4
9439,10273,43
9439,10663,1
9439,11098,4
9439,11887,1
9439,12108,8
9440,10852,2
9440,10931,1
9440,11496,1
9441,11617,1
9442,9468,11
9442,9490,3
9442,10743,1
9442,11297,8
9442,11439,1
9442,11614,1
9442,11928,1
9443,9714,1
9443,9779,1
9443,9936,1
9443,10002,1
9443,10341,1
9443,10376,1
9443,10434,1
9443,10571,4
9443,10643,1
9443,10664,1
9443,11015,1
9443,11809,2
9443,11832,1
9443,11891,1
9444,9507,1
9445,9495,3
9445,9496,4
9445,9684,1
9445,9812,1
9445,9992,160
9445,10433,4
9445,10511,2
9445,11422,18
9445,11679,1
9445,11747,63
9445,11944,13
9445,12048,1
9445,12148,73
9445,12309,26
9447,10726,1
9447,12269,1
9448,9711,1
9449,9727,1
9449,10399,9
9449,10896,1
9449,10901,1
9449,11498,1
9450,10845,2
9451,11702,1
9453,11129,1
9453,11441,1
9454,9677,3
9454,9968,4
9454,10098,1
9454,10743,2
9454,11186,15
9454,11324,8
9454,11325,15
9454,11452,13
9454,11481,1
9454,11713,4
9454,11814,1
9454,11816,17
9454,12259,13
9456,9714,2
9456,9801,2
9456,10529,1
9456,12167,4
9456,12305,3
9457,9641,2
9457,10466,1
9457,10467,1
9457,10526,12
9457,10559,8
9457,10574,15
9457,10639,1
9457,10882,23
9457,11110,1
9457,11225,7
9457,11641,1
9458,10025,2
9458,10067,17
9458,10699,1
9458,10729,5
9458,11423,40
9458,11591,2
9458,12060,2
9458,12079,2
9458,12177,3
9460,10332,1
9460,10673,1
9460,11312,4
9460,11439,5
9460,11636,1
9461,10332,1
9461,11409,1
9462,10892,2
9462,12097,1
9463,11033,1
9463,11769,1
9464,10378,4
9464,11200,1
9464,12195,1
9464,12220,1
9465,9900,2
9465,10271,1
9465,10501,1
9465,10540,3
9465,11877,44
9465,11910,1
9466,9954,8
9466,10109,3
9466,10237,29
9466,10600,1
9466,10654,1
9466,11919,2
9466,12073,6
9466,12139,2
9467,10543,1
9468,9490,1
9468,10154,1
9468,10743,1
9468,10960,1
9468,11439,1
9468,11614,2
9468,11654,1
9468,12190,1
9469,10282,5
9469,10420,1
9470,10272,1
9470,10639,6
9471,11921,3
9473,12053,3
9473,12163,11
9473,12164,3
9475,11143,1
9476,10080,1
9476,11109,3
9476,11565,3
9477,10004,1
9477,10053,1
9477,10076,1
9477,10704,5
9477,10785,1
9477,11470,1
9477,11647,1
9477,11981,9
9478,12157,2
9479,10701,1
9482,9903,4
9482,10285,3
9482,12120,1
9483,10280,3
9483,10513,1
9483,12000,1
9485,10661,1
9486,9684,2
9488,9617,1
9488,9809,1
9489,9833,3
9489,11415,4
9489,11973,1
9490,9628,1
9490,9940,1
9490,9971,2
9490,10332,8
9490,10743,4
9490,10759,2
9490,11439,1
9490,11614,49
9490,12157,1
9490,12300,16
9491,11878,1
9491,12039,1
9492,9521,2
9492,11360,2
9493,12127,2
9494,9496,1
9494,9497,17
9494,9721,9
9494,11177,1
9495,9496,102
9495,9960,6
9495,9992,3
9495,10242,2
9495,10327,3
9495,10511,26
9495,11349,4
9495,11416,1
9495,11896,24
9495,11907,1
9495,12148,1
9496,9960,7
9496,9978,1
9496,9992,7
9496,10083,1
9496,10242,2
9496,10327,2
9496,10511,26
9496,10668,2
9496,11349,10
9496,11416,1
9496,11747,2
9496,11896,35
9496,11907,1
9496,12148,1
9496,12195,1
9497,9721,9
9497,10694,1
9497,10814,1
9497,11177,11
9497,11286,1
9498,11013,2
9498,12278,6
9507,9548,1
9507,9674,1
9507,9692,27
9507,9714,1
9507,9772,3
9507,9779,2
9507,9936,1
9507,10036,1
9507,10067,28
9507,10100,1
9507,10341,1
9507,10388,8
9507,10449,1
9507,10545,1
9507,10617,1
9507,10729,1
9507,10788,1
9507,10908,1
9507,10978,1
9507,11420,4
9507,11423,17
9507,11591,3
9507,11665,1
9507,11801,2
9507,11804,3
9507,11964,3
9507,12038,4
9507,12060,1
9507,12079,2
9507,12177,23
9507,12221,1
9507,12229,1
9511,10942,4
9511,11754,1
9512,9559,1
9512,11462,2
9512,11647,14
9512,11771,1
9513,12139,1
9514,10138,1
9514,10478,1
9514,11665,1
9514,12312,7
9517,11430,1
9518,9639,1
9518,9656,1
9518,9725,1
9518,9727,1
9518,10350,1
9518,10588,1
9518,10898,1
9518,10950,2
9518,11031,5
9518,12112,2
9518,12305,1
9519,10826,2
9519,11933,16
9520,9606,1
9521,11360,37
9522,9987,6
9522,11794,8
9522,12307,8
9524,12079,1
9525,9625,2
9525,10726,1
9525,10763,2
9525,11327,1
9527,10120,1
9527,11472,10
9527,11680,1
9529,11265,3
9529,11527,1
9530,9641,1
9532,11551,1
9533,9748,16
9533,9911,6
9533,11380,52
9534,9638,1
9534,10527,1
9535,12139,3
9537,9540,20
9537,9707,1
9537,9838,3
9537,9936,6
9537,10082,3
9537,11032,1
9537,11148,6
9537,11221,2
9538,10903,3
9539,10539,1
9540,9707,1
9540,9838,4
9540,9897,1
9540,9936,18
9540,10082,6
9540,10095,3
9540,10290,1
9540,10643,12
9540,10742,1
9540,11032,2
9540,11142,1
9540,11148,31
9540,11221,3
9540,11224,1
9540,11832,1
9540,11891,1
9540,12007,1
9540,12146,1
9545,9947,2
9545,9993,20
9545,9994,2
9545,10305,2
9545,11577,1
9545,12152,186
9546,9803,1
9547,11768,1
9548,12079,1
9549,10909,1
9550,12091,1
9551,9552,9
9551,10858,3
9551,11764,9
9551,12064,4
9552,9945,1
9552,9984,3
9552,10401,1
9552,10406,3
9552,10536,1
9552,10858,4
9552,10872,1
9552,10912,2
9552,11175,6
9552,11242,3
9552,11244,3
9552,11383,2
9552,11752,2
9552,11764,29
9552,11864,1
9552,12064,6
9552,12123,2
9552,12183,2
9554,9561,1
9554,9992,6
9554,10232,6
9554,11239,6
9554,12091,13
9556,9944,1
9558,11839,2
9561,12091,1
9562,12123,4
9562,12128,1
9563,12301,1
9567,9674,4
9567,9779,1
9567,9936,1
9567,10100,2
9567,10238,1
9567,12007,1
9567,12221,3
9569,10694,2
9569,11155,2
9569,11360,4
9569,11688,1
9570,10886,1
9571,10993,1
9571,12125,1
9573,10240,1
9574,12123,1
9575,10466,1
9576,11544,1
9578,11520,1
9579,9779,2
9580,10827,1
9580,11786,2
9580,11954,4
9582,10714,1
9583,11403,2
9583,11489,1
9583,12303,1
9586,10406,1
9586,10814,2
9588,11720,1
9591,11517,1
9592,12167,9
9594,9631,1
9594,11693,1
9594,12305,1
9595,10078,27
9595,11659,28
9597,10510,90
9597,10691,1
9598,11354,2
9600,10109,6
9600,10237,1
9600,11902,1
9600,11919,3
9600,12302,1
9601,11597,1
9601,11839,1
9603,12286,1
9605,11356,13
9606,9779,1
9606,9936,3
9606,10341,1
9607,9748,3
9607,9911,4
9607,11380,24
9608,10532,1
9608,11726,1
9609,12154,1
9610,10605,1
9610,10607,1
9610,10639,1
9611,11995,1
9612,9646,1
9612,9779,1
9612,9848,6
9612,10067,1
9612,11531,1
9613,9635,12
9615,12256,14
9616,9818,1
9617,9697,1
9617,9809,1
9617,10965,2
9618,10566,27
9618,11184,1
9618,11246,23
9620,10142,14
9620,11749,1
9622,9636,1
9624,12154,1
9625,9719,2
9625,9720,2
9625,9725,1
9625,9727,1
9625,9927,2
9625,10025,2
9625,10067,1
9625,10289,1
9625,10290,1
9625,10506,1
9625,10547,3
9625,10627,1
9625,10635,1
9625,10643,1
9625,10657,1
9625,10663,1
9625,10698,1
9625,10774,1
9625,11274,1
9625,11423,2
9625,11471,10
9625,11583,2
9625,11900,8
9625,12007,4
9625,12108,1
9626,12030,1
9627,10639,9
9629,10401,6
9630,10273,1
9631,9642,5
9631,9889,4
9631,10115,4
9631,11754,36
9631,12167,42
9631,12274,4
9631,12313,2
9632,9636,1
9632,10098,16
9632,10506,1
9632,10655,4
9632,10663,1
9632,10739,12
9632,10952,29
9632,11081,104
9632,11203,2
9632,11272,1
9632,11342,1
9632,11612,1
9632,11770,1
9632,11849,2
9632,11988,86
9632,11989,4
9634,11287,2
9634,11726,5
9634,12075,1
9634,12163,2
9635,10557,2
9636,10506,1
9636,10563,2
9636,10663,1
9636,11218,1
9636,11274,1
9636,11551,2
9636,11770,1
9636,11771,4
9636,11818,4
9637,10138,2
9638,10657,5
9638,11259,1
9638,11312,1
9638,11734,1
9638,11761,4
9639,10002,18
9639,10350,132
9639,10459,2
9639,10836,2
9639,11406,6
9639,11616,1
9639,12305,1
9641,9738,1
9641,9970,1
9641,9991,1
9641,10235,2
9641,10575,1
9641,10583,1
9641,10594,1
9641,10882,2
9641,10887,1
9641,10991,6
9641,11356,16
9641,11361,1
9641,11439,1
9641,11469,2
9641,11573,1
9641,11725,1
9641,11748,1
9641,11837,1
9641,12123,1
9641,12126,1
9641,12239,1
9641,12290,6
9642,11549,1
9642,12274,31
9643,10148,12
9643,11950,2
9645,11887,3
9645,12231,2
9647,9994,2
9647,10826,1
9647,11313,1
9647,11933,3
9647,12135,2
9648,10305,1
9650,9683,1
9650,10529,1
9650,10594,6
9650,10743,5
9650,11335,1
9650,11693,1
9650,11925,1
9650,11928,1
9650,12167,6
9652,9656,1
9654,10080,2
9654,10255,3
9654,10973,1
9654,11735,1
9654,11934,1
9655,10142,2
9656,9983,3
9656,10173,1
9656,10549,1
9656,10588,2
9656,10643,1
9656,11146,1
9656,11453,1
9656,11454,3
9656,11543,2
9656,11626,5
9657,10422,1
9658,9897,1
9658,10515,1
9658,11112,1
9659,9747,1
9660,9965,5
9661,10258,1
9664,9710,2
9664,9847,4
9664,9878,6
9664,10195,6
9664,11274,2
9664,11868,1
9665,10211,15
9667,11879,1
9669,10360,2
9672,10731,2
9674,9714,2
9674,9779,2
9674,10100,3
9674,10341,2
9674,10376,1
9674,12119,1
9674,12221,1
9677,10743,1
9677,11452,25
9678,11052,7
9680,10846,7
9683,9836,2
9683,10594,5
9683,10687,15
9683,10743,11
9683,11335,2
9683,11693,1
9683,11925,1
9683,11959,7
9684,9812,3
9684,9876,2
9684,10093,1
9684,10137,1
9684,10873,13
9684,10911,4
9684,11422,1
9684,11493,3
9684,12048,3
9684,12129,19
9684,12174,1
9684,12195,2
9685,10120,1
9685,10513,1
9686,11250,7
9689,11257,3
9689,11923,5
9692,10067,8
9692,11420,4
9692,11423,4
9692,11804,2
9692,12177,6
9693,9889,2
9693,10115,2
9695,10743,2
9695,11839,2
9696,9908,2
9698,11710,2
9702,10247,1
9702,10316,1
9702,11247,2
9702,11452,2
9702,11954,16
9703,10903,1
9704,10668,1
9704,11933,3
9705,11877,2
9706,12011,1
9707,9838,1
9707,9936,1
9707,10082,1
9707,10199,7
9707,11109,8
9707,11148,1
9707,12146,3
9710,9878,1
9713,10570,6
9714,9779,4
9714,9801,2
9714,9936,1
9714,10100,1
9714,10115,6
9714,10341,4
9714,10376,3
9714,10434,1
9714,11015,1
9714,11832,1
9714,11886,1
9714,11891,1
9714,11993,10
9714,12119,2
9714,12221,1
9714,12305,5
9716,10316,1
9717,11959,2
9718,10790,9
9718,12059,2
9719,9720,13
9719,9828,1
9719,9936,2
9719,10025,16
9719,10067,1
9719,10094,1
9719,10197,3
9719,10238,1
9719,10699,1
9719,10951,3
9719,11079,6
9719,11121,7
9719,11144,1
9719,11393,10
9719,11423,7
9719,11584,1
9719,11591,4
9719,11880,2
9719,11900,2
9719,11964,2
9719,12059,2
9719,12060,1
9719,12079,1
9719,12177,2
9719,12221,1
9720,10025,40
9720,10067,1
9720,10699,1
9720,10775,2
9720,10908,2
9720,11144,1
9720,11393,2
9720,11423,7
9720,11591,3
9720,11880,1
9720,12079,1
9720,12177,1
9721,10294,5
9721,10332,1
9721,10694,1
9721,10814,3
9721,11042,1
9721,11286,1
9721,11731,2
9725,9727,34
9725,9816,1
9725,9878,2
9725,10026,6
9725,10067,1
9725,10506,1
9725,10561,2
9725,10635,1
9725,10643,1
9725,10663,1
9725,10698,1
9725,10774,1
9725,10794,4
9725,10896,6
9725,11274,1
9725,11303,2
9725,11471,1
9725,11710,1
9725,12007,1
9725,12108,1
9727,9878,2
9727,9959,1
9727,10026,1
9727,10067,1
9727,10506,1
9727,10635,1
9727,10643,1
9727,10663,1
9727,10698,1
9727,10774,1
9727,10794,11
9727,10896,9
9727,11274,1
9727,11471,1
9727,11710,1
9727,11950,1
9727,12007,1
9727,12108,1
9729,10905,6
9729,11400,45
9730,10849,3
9731,10375,1
9731,10523,1
9731,10990,1
9731,11770,1
9732,11836,1
9732,11969,1
9733,10247,2
9733,10747,1
9733,10879,1
9740,9788,2
9741,10005,27
9741,11443,3
9741,11528,19
9741,12060,1
9742,9788,7
9743,10321,1
9743,11520,2
9743,11796,2
9744,9912,4
9744,9957,1
9744,10767,1
9744,10790,2
9744,10973,1
9744,12004,1
9744,12059,1
9745,11909,2
9746,10531,2
9747,9820,1
9747,10089,1
9747,10102,2
9747,10120,2
9747,10159,1
9747,10193,3
9747,10411,1
9747,10512,1
9747,10513,14
9747,10527,24
9747,10745,1
9747,10782,6
9747,10927,1
9747,10959,1
9747,11046,2
9747,11233,2
9747,11295,1
9747,11299,4
9747,11305,3
9747,11530,2
9747,11661,2
9747,12194,32
9748,9911,12
9748,11380,79
9757,9856,1
9757,10634,2
9757,10639,1
9757,10887,3
9757,11837,2
9761,11225,1
9763,11007,1
9763,12264,1
9765,10542,1
9768,10519,11
9769,10943,1
9770,10165,4
9771,10726,2
9772,10067,2
9772,12177,1
9775,9936,1
9775,11886,1
9775,12007,1
9776,10367,1
9777,10475,2
9779,9880,5
9779,9936,16
9779,10054,2
9779,10100,3
9779,10238,1
9779,10341,6
9779,10376,3
9779,10434,1
9779,10534,2
9779,10585,2
9779,10763,30
9779,11015,22
9779,11275,1
9779,11832,2
9779,11886,1
9779,11891,2
9779,11937,2
9779,12119,2
9779,12213,1
9779,12221,1
9779,12307,1
9780,10469,1
9780,10668,2
9780,11560,2
9780,11805,1
9780,12050,15
9783,10178,1
9783,10356,1
9783,11735,1
9785,11225,1
9788,10898,3
9788,11305,2
9789,9803,1
9790,10577,4
9790,11451,3
9790,11559,1
9790,11560,28
9790,11667,67
9790,11689,6
9790,11933,1
9790,12050,1
9792,11831,1
9794,11619,1
9794,12139,3
9795,9916,1
9795,9974,1
9795,12081,3
9798,10469,3
9799,10603,1
9799,10747,1
9799,10942,9
9800,9821,16
9800,10237,1
9800,10426,4
9800,10961,1
9800,11392,1
9800,12073,1
9801,12274,1
9801,12305,2
9803,9804,1
9803,10001,23
9803,10002,1
9803,10040,3
9803,10250,19
9803,10462,2
9803,10538,6
9803,10700,1
9803,10840,3
9803,11022,23
9803,11153,2
9803,11489,1
9803,11887,3
9803,12277,1
9805,9883,1
9805,10968,1
9808,9933,1
9808,11437,1
9810,10039,1
9811,10806,4
9811,11013,1
9811,11430,1
9811,11603,2
9811,12093,1
9811,12238,1
9812,9948,46
9812,10331,1
9812,10466,2
9812,11037,4
9812,11422,1
9812,11991,5
9812,12048,58
9813,11378,1
9815,11520,4
9816,10561,1
9816,11014,5
9817,10339,5
9817,10341,1
9817,10430,1
9817,11430,4
9817,12030,1
9818,10625,1
9818,11032,4
9819,9941,1
9819,11694,1
9821,10149,3
9821,10426,64
9821,10674,2
9821,10961,40
9821,11810,1
9821,11986,1
9821,12144,1
9822,10840,1
9828,10951,2
9828,12079,1
9828,12221,1
9830,12278,1
9831,11796,1
9833,11415,6
9833,11973,1
9834,10794,2
9834,12303,1
9838,9897,1
9838,9936,3
9838,10082,3
9838,11148,16
9838,11221,2
9838,11224,1
9838,11832,1
9838,11891,1
9838,12278,1
9839,12207,1
9842,9922,10
9842,10308,39
9842,10914,1
9842,11100,35
9843,10032,2
9844,10620,1
9845,10826,2
9845,11518,24
9845,12139,1
9845,12309,3
9847,9878,3
9847,10195,5
9847,11274,1
9848,10726,7
9850,9960,2
9852,12041,1
9853,11277,1
9854,10159,1
9854,10226,9
9854,10286,7
9854,10938,3
9854,10969,1
9854,11028,3
9854,11331,7
9855,10913,1
9857,10165,1
9857,10697,1
9858,10256,4
9858,12093,1
9858,12154,4
9859,10305,2
9859,10401,1
9859,10517,3
9859,10648,5
9859,11312,2
9859,11734,2
9860,11826,2
9861,10099,1
9861,10206,2
9861,11085,1
9861,11695,6
9861,11720,2
9861,12123,2
9861,12142,2
9861,12146,1
9861,12158,1
9864,9870,1
9864,10495,1
9864,10591,1
9864,11040,1
9864,11455,1
9864,11470,1
9865,10976,1
9866,11969,1
9868,10202,2
9870,10591,15
9870,11040,18
9870,11289,2
9870,11566,11
9870,11780,13
9870,12236,1
9870,12248,2
9873,11472,38
9874,10120,1
9874,10513,1
9876,11493,4
9876,12174,12
9876,12232,1
9878,10185,1
9878,10195,65
9878,10698,2
9878,10713,4
9878,10896,2
9878,11056,13
9878,11274,1
9878,11561,7
9878,11933,5
9878,12157,7
9879,10930,2
9880,10054,1
9880,10763,2
9882,11177,2
9883,10673,1
9883,12150,2
9884,10955,1
9888,10913,1
9889,10115,58
9889,10213,1
9889,10225,3
9889,10434,3
9889,10649,1
9889,10675,9
9889,11077,8
9889,11959,5
9889,12231,2
9889,12274,2
9890,10513,1
9890,11035,1
9893,11242,2
9893,11287,2
9896,9898,7
9896,10887,4
9896,10965,1
9896,11219,1
9897,9936,6
9897,10515,1
9897,10913,1
9897,11079,1
9897,11112,1
9897,11148,21
9897,11167,1
9897,11224,4
9898,10887,4
9898,10965,1
9898,11219,1
9899,10297,6
9899,10538,4
9899,10603,1
9899,11902,1
9899,12051,1
9900,10034,14
9900,10643,1
9902,12088,2
9902,12101,1
9903,10285,3
9903,12120,1
9903,12185,1
9904,10443,1
9904,11483,1
9904,11518,1
9904,12090,1
9905,10547,3
9905,10850,2
9905,10942,1
9905,12092,5
9909,10118,4
9909,10930,4
9909,12313,1
9911,10342,1
9911,11380,74
9912,10767,1
9912,10973,1
9913,9947,3
9913,10173,1
9913,11546,2
9913,11664,2
9915,10643,1
9916,9974,5
9916,10042,3
9916,10234,1
9916,10560,6
9916,10842,1
9916,10942,143
