Id,Label,Art_num
973,Ewelina Budziwół,2
974,Jacek Budzowski,10
975,Radosław Budzowski,6
976,Stanisław Budzyń,134
977,Patryk Budzyński,1
978,Philippe-André Buffat,15
979,Anna Bugaj,8
980,Artur Bugaj,1
981,Ewelina Bugaj,3
982,Michał Bugaj,3
983,Anna Bugajna,13
984,Adrian Bugajny,4
985,Andrzej Bugajski,9
986,Iwan Bugajski,2
987,Władysław Bugajski,4
988,Ireneusz Józef Bugański,108
989,Beata Bugiel,1
990,Julian Bugiel,6
991,Roma Bugiel,27
992,Szymon Bugiel,29
993,Thanh Hoa Bui,2
994,Agata Bujak,1
995,Dorota Bujak,1
996,Izabela Bujak,2
997,Jarosław Bujak,1
998,Joanna Bujak,1
999,Patryk Bujak,1
1000,Dymitr Bujakowski,1
1001,Kazimierz Bujakowski,16
1002,Maciej Bujalski,11
1003,Marta Bujarska,1
1004,Jakub Bujas,3
1005,Tomasz Bujok,11
1006,Wiesław Bujok,1
1007,Paulina Buk,2
1008,Andrzej Bukała,4
1009,Michał Bukała,29
1010,Władysław Bukiej,21
1011,Andżelika Bukowska,19
1012,Anna Bukowska,1
1013,Barbara Bukowska-Belniak,28
1014,Krzysztof Bukowski,144
1015,Lech Bukowski,55
1016,Marek Bukowy,7
1017,Paula Buła,1
1018,Tomasz Buła,2
1019,Daniel Bulanda,9
1020,Krzysztof Bulanda,1
1021,Bartłomiej Bułat,1
1022,Jarosław Bułat,39
1023,Katarzyna Bułat,43
1024,Radosław Bułat,4
1025,Piotr Buliński,13
1026,Jarosław Bułka,58
1027,Anna Bułkowska,1
1028,Wojciech Bulowski,0
1029,Michał Buńda,1
1030,Magdalena Bundyra,2
1031,Adam Bunsch,36
1032,Monika Burakowska,1
1033,Janusz Buraś,53
1034,Partrycja Buras,2
1035,Tomasz Buratowski,163
1036,Andriy A. Burbelko,206
1037,Agnieszka Burchan,2
1038,Marta Burchat,1
1039,Kvetoslava Burda,107
1040,Zdzisław Burda,18
1041,Dominik Burdzy,2
1042,Tomasz Burdzy,16
1043,Anna Burek,3
1044,Joanna Burek,7
1045,Halina Burkat,8
1046,Krzysztof Burkat,1
1047,Jadwiga Burkiewicz,2
1048,Kamil Burkiewicz,1
1049,Mirosław Burkot,3
1050,Yaraslau Burlakou-Smirnov,2
1051,Piotr Burmistrz,125
1052,Dariusz Burnat,9
1053,Wioletta Burnet-Wyrwa,9
1054,Piotr Burnos,72
1055,Krzysztof Bursa,2
1056,Zbigniew Burtan,118
1057,Marcelina Bury,14
1058,Rafał Burza,4
1059,Wacław Burzewski,18
1060,Lidia Burzyńska,48
1061,Paulina Burzyńska,4
1062,Barbara Buśko,1
1063,Małgorzata Buśko,69
1064,Urszula Buszkiewicz,3
1065,Julia Buszta,1
1066,Kamila Buszta,9
1067,Norman Butler,76
1068,Krzysztof Butryn,21
1069,Aleksandra Byczyńska,1
1070,Adam Wojciech Bydałek,67
1071,Jarosław Bydłosz,99
1072,Sławomir Bydoń,11
1073,Roman Bykov,5
1074,Martyna Byrska,1
1075,Alicja Byrska-Rąpała,69
1076,Dorota Joanna Byrska-Wójcik,35
1077,Aleksander Byrski,178
1078,Bartłomiej Byrski,1
1079,Jędrzej Byrski,28
1080,Mariusz Byrski,2
1081,Witold Byrski,89
1082,Sebastian Bysiak,1
1083,Krzysztof Bytnar,54
1084,Patrycja Bytnar,3
1085,Adam Bzdak,72
1086,Paulina Bździuch,20
1087,Krzysztof Bzowski,88
1088,Paweł Bzowy,9
1089,Grzegorz Caba,6
1090,Leszek Cabaj,30
1091,Ewelina Cabala,1
1092,Eduardo Cabenda,1
1093,Agata Cader,1
1094,Justyna Cader,3
1095,Szymon Cader,0
1096,Wiktor Cader,3
1097,Grzegorz Cagara,1
1098,Nur Heri Cahyana,1
1099,Zuzanna Cąkała,2
1100,Jacek Cała,22
1101,Marek Cała,194
1102,Adam Calicki,4
1103,Laura Calik,1
1104,Michał Calik,1
1105,Tomasz Calik,1
1106,Riccardo Callegari,15
1107,Józef Camra,22
1108,Marek Capik,20
1109,Maciej Capiński,29
1110,Marek Capiński,13
1111,Aleksandra Caputa,2
1112,Jakub Caputa,6
1113,Miguel Cardona-Salazar,2
1114,Isabel Carter,8
1115,Agnieszka Cebo-Rudnicka,73
1116,Filip Cebula,7
1117,Monika Cecot,35
1118,Grażyna Ceglarska-Stefańska,48
1119,Dominik Cekus,1
1120,Krzysztof Celadyn,7
1121,Katarzyna Celary,2
1122,Maciej Celej,14
1123,Weronika Celniak,4
1124,Piotr Celowski,2
1125,Witold Cempel,18
1126,Grzegorz Cempura,174
1127,Piotr Cenda,3
1128,Monika Cepil,4
1129,Jerzy Cetnar,127
1130,Ewa Cetnarowicz,5
1131,Krzysztof Cetnarowicz,124
1132,Ewa Cetnarska,3
1133,Damian Chabior,1
1134,Paulina Chachlowska,5
1135,Barbara Chachurska,4
1136,Agnieszka Chaczyk,3
1137,Anna Chadaj,77
1138,Szymon Chadam,1
1139,Wiesław Chadysz,3
1140,Jakub Chałupczak,1
1141,Maciej Chalusiak,15
1142,Aleksandra Chamczyk,1
1143,Didih Chandranegara,0
1144,Katarzyna Charuza,1
1145,Karolina Charzewska,0
1146,Karolina Chat-Wilk,29
1147,Sandeep Chatterjee,11
1148,Klaudia Chciuk,1
1149,Aleksandra Chechelska-Noworyta,16
1150,Tomasz Chechelski,1
1151,Kamila Chęcińska,42
1152,Jakub Chęciński,60
1153,Łukasz Chełchowski,12
1154,Damian Chełmecki,5
1155,Piotr Chełmicki,1
1156,Kamil Chełminiak,1
1157,Paulina Chełminiak,1
1158,Yi-Kuang Chen,4
1159,Oleksandr Cherniushok,38
1160,Pavlo Chernovolenko,1
1161,Raju Chetty,14
1162,Jędrzej Chiliński,2
1163,Paweł Chłąd,1
1164,Krzysztof Chlebda,1
1165,Patrycja Chlebowska,1
1166,Dariusz Chlebowski,80
1167,Justyna Chłędowska,22
1168,Rafał Chłód,1
1169,Aleksandra Chłoń,2
1170,Kazimierz Chłoń,11
1171,Anna Chłopek,1
1172,Jan Chłopek,352
1173,Michał Chłopek,8
1174,Sylwester Chłopek,5
1175,Kamil Chłosta,2
1176,Leszek Chlubny,120
1177,Grzegorz Chmaj,21
1178,Emilia Chmiel,2
1179,Karolina Chmiel,3
1180,Mateusz Chmiel,2
1181,Wojciech Chmiel,57
1182,Karolina Chmielarczyk,1
1183,Tomasz Chmielecki,2
1184,Katarzyna Chmielewska,1
1185,Magda Chmielewska,1
1186,Małgorzata Chmielewska,1
1187,Paweł Chmielewski,0
1188,Tomasz Chmielniak,20
1189,Krzysztof Chmielnicki,1
1190,Ewa Chmielowiec,1
1191,Krzysztof Chmielowiec,70
1192,Aleksandra M. Chmielowska,2
1193,Anna Chmielowska,40
1194,Magdalena Chmielowska,12
1195,Krzysztof Jan Chmielowski,21
1196,Łukasz Chmielowski,4
1197,Marcin Chmielowski,1
1198,Radosław Chmielowski,10
1199,Michał Chmiest,3
1200,Janusz Chmist,61
1201,Adrian Chmura,1
1202,Gabriela Chmura,1
1203,Janusz Chmura,89
1204,Łukasz Chmura,49
1205,Wojciech Chmura,9
1206,Anna Chmurzyńska,2
1207,Katarzyna Chmurzyńska,8
1208,Marek Chochół,1
1209,Monika Chochół,1
1210,Bogdan Choczewski,20
1211,Agnieszka Choczyńska,2
1212,Jerzy Chodacki,15
1213,Jacek Chodak,9
1214,Marcin Chodak,95
1215,Paweł Chodak,10
1216,Nina Chodakowska,2
1217,Zbigniew Chodakowski,0
1218,Ewa Chodań,1
1219,Robert Ryszard Chodorek,126
1220,Marek Chodorski,1
1221,Maciej Chodyń,31
1222,Muniraju  Naveen Kumar Chogondahalli,8
1223,Aleksandra Chojak,41
1224,Magdalena Kinga Chojdacka,3
1225,Andrzej Chojecki,61
1226,Joanna Chojnacka,1
1227,Klara Chojnacka,18
1228,Bartłomiej Chojnacki,55
1229,Jerzy Chojnacki,35
1230,Konrad Chojnacki,1
1231,Mikołaj Chojnacki,1
1232,Rafał Chojnacki,1
1233,Angelika Chojowska,1
1234,Maciej Chojowski,16
1235,Piotr Chołda,190
1236,Jakub Cholewa,1
1237,Magdalena Cholewa-Klimek,7
1238,Katarzyna Cholewa-Kowalska,352
1239,Łukasz Cholewa,5
1240,Marcin Cholewa,19
1241,Michał J. Cholewa,2
1242,Mirosław Mieczysław Cholewa,4
1243,Wojciech Cholewa,5
1244,Jerzy Cholewka,22
1245,Katarzyna Cholewka,1
1246,Michał Chołota,2
1247,Paulina Chołota,1
1248,Ewa Choma,8
1249,Bartosz Chomański,3
1250,Paweł Chorążyk,2
1251,Joanna Chorjan,2
1252,Tomasz Choroba,1
1253,Magdalena Chorzępa,1
1254,Grzegorz Chowaniec,1
1255,Magdalena Chowaniec,10
1256,Katarzyna Chrabąszcz,1
1257,Rafał Chrabąszcz,4
1258,Barbara Jadwiga Chrapek,1
1259,Dorota Chrapkiewicz,1
1260,Agnieszka Chrobak,3
1261,Justyna Chrobak,1
1262,Maciej Chrobak,59
1263,Natalia Chrobak,0
1264,Tadeusz Chrobak,30
1265,Kuba Chrobociński,2
1266,Dawid Chrobok,2
1267,Mariusz Chromik,16
1268,Katarzyna Chromik-Myśliwiec,1
1269,Jagna Chronowska,2
1270,Kinga Chronowska-Przywara,29
1271,Jacek Chronowski,1
1272,Mateusz Chronowski,2
1273,Maurycy Chronowski,4
1274,Aleksandra Chrószcz,4
1275,Tomasz Chrulski,12
1276,Edward Chruściel,26
1277,Karolina Chruściel,1
1278,Krzysztof Chruściel,73
1279,Marcin Chruściński,1
1280,Monika Chrustek,11
1281,Katarzyna Chruszcz-Lipska,51
1282,Anna Chryczyk,1
1283,Konrad Chrzan,12
1284,Halina Chrzanowska-Miączyńska,7
1285,Zuzanna Chrząstek,1
1286,Jerzy Chrząstowski,2
1287,Piotr Chrząstowski,11
1288,Agnieszka Chrząszcz,16
1289,Aleksandra Chrząszcz,1
1290,Paweł Chrząszcz,4
1291,Wacław Chrząszcz,27
1292,Łukasz Chuchra,1
1293,Marcin Chuchro,4
1294,Monika Chuchro,60
1295,Taras Chuchvara,1
1296,Szczepan Chudoba,4
1297,Arkadiusz Chudy,0
1298,Damian Chudy,5
1299,Łukasz Chudy,1
1300,Monika Chudyba,2
1301,Edyta Chudzik-Poliszak,9
1302,Wiesław Chudzik,7
1303,Rafał Chulist,13
1304,Agata Chwastek,2
1305,Jerzy Chwastek,13
1306,Robert Chwastek,4
1307,Katarzyna Chwedczuk,2
1308,Błażej Chwiećko,1
1309,Joanna Chwiej,157
1310,Paweł Chwiej,3
1311,Tomasz Chwiej,31
1312,Aleksander Chyc,1
1313,Arkadiusz Chyczyński,7
1314,Maria Chyla,5
1315,Paweł Chyła,48
1316,Piotr Chyła,12
1317,Tomasz Chyrowicz,1
1318,Maciej Ciach,1
1319,Piotr Ciach,1
1320,Klaudia Ciaciek,1
1321,Aleksander Cianciara,29
1322,Bogdan Cianciara,32
1323,Cezary Cianciara,2
1324,Sara Ciapa,1
1325,Bartłomiej Ciapała,38
1326,Piotr Ciarach,3
1327,Andrzej Ciaś,116
1328,Halina Ciaś,1
1329,Monika Ciaś,1
1330,Dominik Ciastoń,1
1331,Krzysztof Ciba,3
1332,Urszula Cibor,34
1333,Michał Ciborowski,1
1334,Maria Cicha,2
1335,Sylwia Cichacz-Przeniosło,75
1336,Maria Cichocińska,2
1337,Andrzej Cichociński,23
1338,Krzysztof Cichociński,1
1339,Piotr Cichociński,72
1340,Kamil Cichocki,13
1341,Agnieszka Cichoń,7
1342,Alicja Cichoń,1
1343,Dariusz Cichoń,59
1344,Ewelina Cichoń,82
1345,Mikołaj Cichoń,0
1346,Sławomir Cichoń,7
1347,Sylwia Cichoń,10
1348,Tomasz Cichoń,4
1349,Maciej Cichoński,2
1350,Monika Cichostępska,1
1351,Kamil Cichostępski,39
1352,Renata Cichowska,5
1353,Adam Cichy,42
1354,Justyna Cichy,4
1355,Kacper Cichy,37
1356,Wojciech Cichy,1
1357,Hubert Ciechanowski,1
1358,Marek Ciechanowski,20
1359,Aleksandra Cieciak,1
1360,Małgorzata Ciecińska,96
1361,Agnieszka Cięciwa,2
1362,Beata Cięciwa,14
1363,Monika Cięciwa,1
1364,Zdzisław Cięciwa,11
1365,Katarzyna Ciećko,3
1366,Beata Ciejka,2
1367,Klaudia Cielecka,1
1368,Ewa Ciembronowicz,3
1369,Judyta Ciemcioch,8
1370,Radosław Ciemierkiewicz,1
1371,Damian Cień,2
1372,Krzysztof Cieniawski,1
1373,Łukasz Cieniek,108
1374,Daniel Cienkosz,1
1375,Andrzej Ciepiela,1
1376,Eryk Ciepiela,37
1377,Filip Ciepiela,78
1378,Maciej Ciepiela,19
1379,Martyna Ciepielowska,14
1380,Grzegorz Ciępka,1
1381,Natalia Cieplińska,4
1382,Andrzej Ciepliński,27
1383,Daniel Ciepliński,2
1384,Krzysztof Ciepliński,33
1385,Grzegorz Cieplok,69
1386,Paulina Cierpich,6
1387,Edmund Ciesielka,15
1388,Marta Ciesielka,64
1389,Stanisław W. Ciesielka,1
1390,Wojciech Ciesielka,131
1391,Tymoteusz Ciesielski,1
1392,Antoni Cieśla,155
1393,Izabela Cieśla,1
1394,Krzysztof Cieśla,81
1395,Łukasz Cieśla,1
1396,Małgorzata Cieśla,1
1397,Natalia Cieśla,2
1398,Wacław Cieśla,2
1399,Adam Cieślak,4
1400,Adam Cieślak,3
1401,Jakub Cieślak,211
1402,Kamil Cieślak,2
1403,Katarzyna Cieślak,6
1404,Katarzyna Cieślak,5
1405,Maciej Cieślak,1
1406,Monika Cieślak,1
1407,Patryk Cieślak,7
1408,Witold Cieślak,35
1409,Dariusz Cieślar,4
1410,Janusz Cieślar,3
1411,Ewelina Cieślik,2
1412,Jacek Cieślik,166
1413,Jerzy Cieślik,69
1414,Łukasz Cieślik,10
1415,Nicolina Cieślik,1
1416,Piotr Cieślik,1
1417,Piotr Cieślik,6
1418,Piotr Cieślik,4
1419,Tomasz Cieślik,36
1420,Wiesław Cieślik,1
1421,Wioleta Cieślik,5
1422,Krzysztof Cieszyński,4
1423,Michał Cieszyński,2
1424,Weronika Ciężadlik,1
1425,Adam Ciężak,2
1426,Anna Ciężak,2
1427,Wojciech Ciężobka,2
1428,Wojciech Cinal,1
1429,Jernej Činč,8
1430,Witold Cioch,145
1431,Agnieszka Ciochoń,1
1432,Krzysztof Ciołczyk,1
1433,Michał Ciołczyk,1
1434,Gabriela Ciołek,2
1435,Maciej Ciołek,1
1436,Józef Cioruń,1
1437,Grzegorz Cios,166
1438,Józef Ciotuń,1
1439,Grzegorz Cisek,7
1440,Justyna Cisek,1
1441,Adam Ciślak,1
1442,Bogusław Cisło,3
1443,Krzysztof Cisło,1
1444,Urszula Cisło-Lesicka,11
1445,Jakub Cisoń,1
1446,Justyna Cisoń,1
1447,Dariusz Ciszewski,75
1448,Michał Ciszewski,38
1449,Stanisław Ciszewski,21
1450,Ewa Ciszyńska,12
1451,Agata Ciuman-Krzemień,6
1452,Katarzyna Ciupak,1
1453,Dagmara Ciupek,1
1454,Dominika Ciupek,4
1455,Franciszek Ciura,38
1456,Agnieszka Ciurej,11
1457,Henryk Ciurej,14
1458,Justyna Ciurej,0
1459,Maciej Ciurej,3
1460,Kornelia Ciuruś,4
1461,Merveille Ciza,2
1462,Monika Cizak,1
1463,Cezary Cłapa,1
1464,Adam Ćmiel,71
1465,Bogdan Ćmiel,16
1466,Mateusz Codogni,30
1467,Irina Codreanu,7
1468,Petru A. Cojuhari,27
1469,Murat Çolak,6
1470,Tian Cong,5
1471,Klaudia Cop,1
1472,Louis Coste,1
1473,Bartosz Cudak,1
1474,Magdalena Cudak,1
1475,Tomasz Cudak,1
1476,Krzysztof Cudek,3
1477,Bartosz Cudok,1
1478,Genti Cuka,1
1479,Bartosz Cukier,1
1480,Sylwia Cukrowicz,31
1481,Monika Cupiał,1
1482,Piotr Cupiał,37
1483,L. H. Cupido,2
1484,Roman Cupryś,3
1485,Karolina Curyło,1
1486,Simon Cuthbert,15
1487,Mateusz Cużytek,2
1488,Paweł Ćwiąkała,100
1489,Dominika Ćwięka,2
1490,Michał Ćwiertnia,1
1491,Tomasz Ćwiertnia,11
1492,Jan Ćwierz,1
1493,Agnieszka Ćwik,18
1494,Arkadiusz Ćwik,1
1495,Maciej Ćwik,1
1496,Tomasz Ćwik,2
1497,Aleksandra Ćwikła,1
1498,Michał Ćwiklik,20
1499,Maciej Ćwiżewicz,3
1500,Karolina Cwynar,0
1501,Artur Cyba,2
1502,Paweł Cybułka,20
1503,Artur Cybulski,5
1504,Adam Cygal,57
1505,Dominika Cygan,0
1506,Grzegorz Cygan,1
1507,Sylwia Cygan-Korecka,14
1508,Sławomir Cygan,2
1509,Sylwia Cygan,2
1510,Bogusław Cyganek,186
1511,Paweł Cymanowski,1
1512,Karolina Cynk,1
1513,Jakub Cyran,2
1514,Katarzyna Cyran,48
1515,Paulina Cyran,2
1516,Jadwiga Cyrana,1
1517,Maciej Cyranka,21
1518,Czesław Cyrnek,7
1519,Izabela Cywińska,1
1520,Anna Cyza,14
1521,Patryk Czach,2
1522,Ewa Czachórska,21
1523,Arkadiusz Czader,0
1524,Damian Czaja,3
1525,Józef Czaja,39
1526,Klaudia Czaja,22
1527,Krystian Czaja,1
1528,Marcin Czaja,2
1529,Piotr Czaja,165
1530,Agnieszka Czajka,5
1531,Ireneusz Czajka,110
1532,Jakub Czajka,1
1533,Kamil Czajka,35
1534,Olga Czajkowska,2
1535,Janusz Czajkowski,1
1536,Józef Czajkowski,6
1537,Piotr Czajkowski,1
1538,Paweł Czapiga,2
1539,Piotr Czapiga,3
1540,Anna Czapkiewicz,61
1541,Maciej Czapkiewicz,144
1542,Adam Czapla,38
1543,Dominika Czapla,6
1544,Kamil Czapla,3
1545,Marcjanna Czapla,11
1546,Przemysław Czapla,9
1547,Szymon Czaplak,1
1548,Agnieszka Czaplicka-Kotas,34
1549,Wilhelm Czapliński,20
1550,Katarzyna Czarnecka,1
1551,Michał Czarnecki,5
1552,Paweł Czarnecki,3
1553,Piotr Czarnecki,5
1554,Michał Czarnik,1
1555,Mateusz Czarnota,5
1556,Robert Czarnota,43
1557,Karol Czarny,3
1558,Andrzej Czarski,76
1559,Adam Czech,1
1560,Krzysztof Czech,1
1561,Łukasz Czech,1
1562,Wojciech Czech,31
1563,Anna Czechowicz,6
1564,Karolina Czechowicz,8
1565,Joanna Czechowska,160
1566,Kinga Czechowska,4
1567,Magdalena Czechowska,1
1568,Mateusz Czechowski,7
1569,Edyta Czekaj,2
1570,Izabela Czekaj,4
1571,Joanna Czekaj,2
1572,Lucyna Czekaj,52
1573,Maciej Czekaj,2
1574,Ryszard Czekajowski,4
1575,Łukasz Czekierda,45
1576,Jarosław Czekoński,9
1577,Krzysztof Czeluśniak,1
1578,Iwona Czepiec,16
1579,Leszek Czepirski,141
1580,Agnieszka Czermak,6
1581,Kamila Czernek,1
1582,Kornelia Czernek,1
1583,Dominik Czernia,2
1584,Magdalena Czernikiewicz,2
1585,Ewelina Czernomysa,1
1586,Jerzy Czerny,66
1587,Grzegorz Czerski,134
1588,Jakub Czerski,6
1589,Agata Czerw,3
1590,Hubert Czerw,3
1591,Katarzyna Czerw,53
1592,Ewa Czerwińska,2
1593,Klaudia Czerwińska,29
1594,Bartosz Czerwiński,1
1595,Franciszek Czerwiński,32
1596,Grzegorz Czerwiński,10
1597,Jan Czerwiński,1
1598,Przemysław Czerwiński,1
1599,Karol Czesak,11
1600,Paulina Czoch,1
1601,Edyta Czop,2
1602,Mariusz Czop,106
1603,Piotr Czop,85
1604,Grażyna Czop-Śliwińska,2
1605,Barbara Czopek,21
1606,Kazimierz Czopek,85
1607,Cezary Czosnek,111
1608,Agata Czosnowska,2
1609,Jacek Czosnowski,19
1610,Halina Czternastek,36
1611,Joanna Czub,34
1612,Robert Czub,11
1613,Wojciech Czuba,8
1614,Marta Czubajewska,7
1615,Karol W. Czubajewski,2
1616,Bartłomiej Czubak,1
1617,Piotr Czubak,93
1618,Magdalena Czubek,1
1619,Anna Czubowicz,1
1620,Maciej Czuchry,9
1621,Mariola Czuchry,1
1622,Łukasz Czudec,2
1623,Maria Czuj,8
1624,Natalia Czuma,94
1625,Piotr Czupryński,18
1626,Jakub Czurczak,6
1627,Zuzanna Czwarkiel,3
1628,Małgorzata Czypka,1
1629,Grzegorz Czyrnek,2
1630,Aleksandra Czyrska-Filemonowicz,494
1631,Daniel Czyszczoń,1
1632,Iwona Czyż,1
1633,Marta Czyż,37
1634,Olaf Czyż,38
1635,Renata Czyż,4
1636,Alicja Czyżewska,29
1637,Anna Czyżewska,1
1638,Katarzyna Czyżewska,15
1639,Jakub Czyżewski,1
1640,Joanna Czyżowska,8
1641,Mateusz Czyżycki,88
1642,Agata Dąbal,8
1643,Dawid Dąbal,7
1644,Jarosław Dąbek,68
1645,Michał Dąbek,24
1646,Przemysław Dąbek,1
1647,Jakub Dąbroś,6
1648,Juliusz Dąbrowa,91
1649,Łukasz Dąbrowa,1
1650,Aleksandra Dąbrowska,2
1651,Agnieszka Dąbrowska-Boruch,59
1652,Gabriela Dąbrowska,2
1653,Izabela Dąbrowska,0
1654,Sylwia Dąbrowska,20
1655,Adrian Dąbrowski,2
1656,Andrzej Dąbrowski,25
1657,Dariusz Dąbrowski,26
1658,Jacek Dąbrowski,2
1659,Janusz Dąbrowski,89
1660,Jarosław Dąbrowski,1
1661,Kamil Dąbrowski,8
1662,Karol Dąbrowski,28
1663,Marcin Dąbrowski,14
1664,Marcin Dąbrowski,1
1665,Marek Dąbrowski,4
1666,Michał Dąbrowski,1
1667,Robert Dąbrowski,116
1668,Szymon Dąbrowski,1
1669,Władysław Dąbrowski,1395
1670,Władysław Dąbrowski,4
1671,Janina Daca,23
1672,Anna Dąda,15
1673,Maria Dadak,1
1674,Przemysław Dadel,4
1675,Grzegorz Dajczer,3
1676,Jacek Dajda,33
1677,Stanisława Dalczyńska-Jonas,178
1678,Andrzej Michał Dalętka,1
1679,Rafał Damian,1
1680,Ewa Damijan,1
1681,Zbigniew Damijan,133
1682,Natalia Damps,2
1683,E. Dan,1
1684,Olena Dan,14
1685,Daniela Danciu,5
1686,Jacek Dańda,59
1687,Małgorzata Danek,58
1688,Tomasz Danek,112
1689,Jakub Daniel,1
1690,Beata Danielak,2
1691,Marek Danielewski,365
1692,Wojciech Daniło,1
1693,Michał Daniłowicz,6
1694,Mateusz Danioł,20
1695,Józef Dańko,235
1696,Rafał Dańko,335
1697,Krystian Danysz,1
1698,Phong Ba Dao,42
1699,Alfin Darari,1
1700,Sina Darban,5
1701,Lidia Dargel-Sulir,3
1702,Paweł Darłak,22
1703,Monika Daroch,4
1704,Madhurima Das,2
1705,Namuun Dashbold,6
1706,Michał Daszczyszak,18
1707,Anna Daszyńska,1
1708,Saad Khalifa Omar Dau,1
1709,Anastasiia Davydok,1
1710,Tomasz Dawid,2
1711,Dominika Dawiec,22
1712,Doliwa Zieliński Ludwik De,4
1713,Oliveira Pontes Joao Victor de,2
1714,Sternberg Stojałowski Paweł de,0
1715,Waal Arthur de,1
1716,Radosław T. Dębek,75
1717,Justyna Dębicka,3
1718,Jacek Dębicki,22
1719,Wiktor Dębicki,1
1720,Ewa Dębińska,27
1721,Piotr Dębiński,1
1722,Tomasz Dębiński,35
1723,Kamil Dębosz,1
1724,Kamila Dębowska,1
1725,Dawid Dębowski,1
1726,Jacek Dębowski,1
1727,Leszek Dębowski,2
1728,Aleksandra Dębska,1
1729,Anna Dębska,5
1730,Katarzyna Dębska,2
1731,Andrzej Dębski,3
1732,Roman Dębski,57
1733,Hubert Dec,10
1734,Jerzy Dec,75
1735,Mirosław Dechnik,25
1736,Sara Defratyka,1
1737,Agnieszka Defus,3
1738,Jan Deja,157
1739,Szymon Deja,1
1740,Lena Dekster,2
1741,Lisa Dekster,3
1742,Monika Dekster,21
1743,Magdalena Delega,1
1744,Jerzy Delekta,2
1745,Yurii Delikhovskyi,11
1746,Paulina Dembska-Sięka,10
1747,Luana Demurtas,7
1748,Adam Dendek,276
1749,Marta Dendys,23
1750,Yinyou Deng,6
1751,Dawid Denkowski,1
1752,Grzegorz Deptuch,100
1753,Karolina Deptuch,1
1754,Marcin Deptuch,7
1755,Anna Derdacka-Grzymek,3
1756,Anna Dereń,5
1757,Michał Dereń,12
1758,Jan Derkacz,61
1759,Tomasz Derlecki,2
1760,Paulina Deryło,1
1761,Miłosz Derżko,3
1762,Bartosz Dęsoł,1
1763,P. Deszcz,2
1764,Paweł Deszcz,4
1765,Danylo Didenchuk,4
1766,Tomasz Didenko,12
1767,Jerzy Dietrich,7
1768,Ryszard Dindorf,86
1769,Wojciech Dłubacz,7
1770,Elżbieta Długoń,217
1771,Jacek Długopolski,13
1772,Aleksander Długosz,21
1773,Hubert Długosz,1
1774,Jakub Długosz,1
1775,Jan Długosz,2
1776,Marek Długosz,85
1777,Mirosława Długosz,26
1778,Paulina Długosz,2
1779,Piotr Długosz,4
1780,Elżbieta Długosz-Truszkowska,6
1781,Wiesław Długosz,1
1782,Piotr Dmytrowski,14
1783,Manh Ha Doan,9
1784,Iwona Dobosz,30
1785,Jakub Dobosz,2
1786,Natalia Dobosz,1
1787,Stanisław Marian Dobosz,192
1788,Iwo Doboszewski,1
1789,Natasza Dobrowolska,4
1790,Grzegorz Dobrowolski,124
1791,Jan Wincenty Dobrowolski,104
1792,Kamila Dobrucka,1
1793,Krzysztof Dobrzanowski,3
1794,Małgorzata Dobrzańska,1
1795,Roksana Dobrzańska,1
1796,Michał Dobrzański,9
1797,Tymoteusz Dobrzański,1
1798,Ewa Dobrzyńska-Lankosz,68
1799,Kajetan d'Obyrn,70
1800,Marek Doktor,63
1801,Agnieszka Dokupil,4
1802,Kamil Doległo,1
1803,Maria Dolik,4
1804,Marek Dollar,14
1805,Dominika Dołowy,1
1806,Adam Domagała,4
1807,Agnieszka Domagała,1
1808,Aleksandra Domagała,1
1809,Jakub Domagała,18
1810,Kacper Domagała,2
1811,Kamila W. Domagała,8
1812,Piotr Domagała,1
1813,Radosław Domagalski,7
1814,Dawid Domalik,1
1815,Patrycja Domalik-Pyzik,84
1816,Grażyna Domańska,54
1817,Monika Domańska,1
1818,Krzysztof Domański,1
1819,Karolina Domanus,1
1820,Kamil Domaradzki,8
1821,Radomir Domaradzki,2
1822,Sebastian Domarecki,1
1823,Ireneusz Dominik,113
1824,Krzysztof Domino,1
1825,Michał Domka,2
1826,Daniel Domurad,1
1827,Jerzy Domżał,121
1828,Dawid Domżoł,1
1829,Patrycja Donath,2
1830,Paweł Donath,2
1831,Karolina Doniec,16
1832,Janusz Donizak,53
1833,Rafał Donizak,1
1834,Andrzej Dorobisz,13
1835,Dariusz Dorochowicz,2
1836,Adam Dorosz,1
1837,D. Dorosz,1
1838,Dominik Jacek Dorosz,224
1839,Krzysztof Dorosz,9
1840,Piotr Dorosz,86
1841,Maciej Doroszewski,4
