Id,Label,Art_num
5740,Andrzej Lewenstam,23
5741,Dagmara Lewicka,6
5742,Damian Lewicki,362
5743,Józef Lewicki,181
5744,Sebastian Lewicki,1
5745,Tomasz Lewicki,18
5746,Dominika Lewińska,1
5747,Gabriela Lewińska,2
5748,Paulina Lewińska,3
5749,Aleksandra Lewkiewicz-Małysa,25
5750,Paweł Lewkowicz,10
5751,Ewa Leyko,61
5752,Jan Leżański,1
5753,Keyun Li,1
5754,Bartłomiej Liana,94
5755,Katarzyna Liberska,22
5756,Patrycja Libirt,10
5757,Monika Libront,1
5758,Ewa Libura,2
5759,Wojciech Libura,15
5760,Wiesław Libuszowski,3
5761,Ewa Lichańska-Łaskawiec,118
5762,Sabina Lichołai,4
5763,Sabina Lichołaj,21
5764,Sandra Lichoń,1
5765,Tomasz Lichoń,1
5766,Adam Lichota,1
5767,Magdalena Lichota,6
5768,Michał Lidwin,39
5769,Hanna Ligarska,1
5770,Marcin Ligas,1
5771,Antoni Ligęza,2
5772,Antoni Ligęza,54
5773,Klaudia Ligęza,266
5774,Oliwia Ligęza,1
5775,Szymon Ligęza,6
5776,Piotr Liguz,13
5777,Magdalena Likus,3
5778,Magdalena Likus,2
5779,Wojciech Likus,21
5780,Kazimierz Linczowski,0
5781,Aleksandra Linnert,2
5782,Tomasz Lipecki,9
5783,Ireneusz Lipiarski,1
5784,Krzysztof Lipień,97
5785,Barbara Lipińska,45
5786,Marta Lipińska-Chwałek,1
5787,Ewa Lipińska,1
5788,Justyna Lipińska,13
5789,Marcin Lipiński,2
5790,Patrycja Lipnicka,36
5791,Mateusz Lipowicz,54
5792,Gustaw Lippa,1
5793,Dawid Lipski,1
5794,Grzegorz Lipski,1
5795,Paweł Lipski,1
5796,Agnieszka Liptak,2
5797,Jakub Liput,5
5798,Adrianna Lis,1
5799,Agata Lis,13
5800,Aleksandra Lis,17
5801,Antoni Lis,5
5802,Bartłomiej J. Lis,1
5803,Anna Lis-Bartos,7
5804,Elżbieta Lis,77
5805,Jerzy Lis,30
5806,Joanna Lis,1
5807,Kinga Lis,398
5808,Konrad Lis,7
5809,Krzysztof Lis,1
5810,Łukasz Lis,9
5811,Maria Lis,7
5812,Maria Lis,13
5813,Tomasz Lis,25
5814,Patrycja Lisak,1
5815,Agnieszka Lisicka,19
5816,Paulina Lisiecka-Graca,1
5817,Janusz Lisiecki,10
5818,Łukasz Lisiecki,46
5819,Marek Lisiecki,1
5820,Wojciech Lisiecki,54
5821,Magdalena Lisowiec,35
5822,Anna Lisowska,1
5823,Andrzej Lisowski,2
5824,Mateusz Lisowski,2
5825,Piotr Lisowski,1
5826,Przemysław Lisowski,24
5827,Robert Lisowski,1
5828,Wojciech Lisowski,17
5829,Jakub Liszcz,83
5830,Michał Liszcz,85
5831,Katarzyna Liszka,1
5832,Kazimierz Liszka,7
5833,Krystian Liszka,4
5834,Paweł Liszka,8
5835,Piotr Liszka,9
5836,Grzegorz Litak,43
5837,Katarzyna Litwa,4
5838,Paweł Litwa,1
5839,Ewa Litwinek-Rozbicka,50
5840,Jerzy Litwiniszyn,1
5841,Aldona Litwiniszyn-Taraszkiewicz,15
5842,Wojciech Liwacz,16
5843,Angelika Lizak,4
5844,Anna Lizińska,11
5845,Bartosz Lizoń,1
5846,Karolina Lizoń,1
5847,Adam Lizończyk,1
5848,Piotr Lizończyk,1
5849,Wiktor Łobarzewski,1
5850,Łukasz Łobko,1
5851,Agata Łoboda,7
5852,Krzysztof Łoboziak,1
5853,Patrycja Lobry,2
5854,Joanna Loch-Zawrotniak,1
5855,Dorota Łochańska,1
5856,Marek Łodziński,6
5857,Grzegorz Łój,47
5858,Monika Łój,35
5859,Elżbieta Łojan,116
5860,Paweł Łojek,66
5861,Tomasz Łojewski,60
5862,Edyta Łokas,8
5863,Michał Łokcewicz,16
5864,Tomasz Łokcik,19
5865,Wiktoria Łokczewska,10
5866,Władysław Longa,1
5867,Krystyna Łopacińska,4
5868,Michał Łopaciński,2
5869,Henryk Łopacz,45
5870,Agnieszka Łopata,6
5871,Andrzej Łopata,10
5872,Antoni Łopata,30
5873,Katarzyna Łopata,7
5874,Paweł Łopata,18
5875,Paweł Łopata,9
5876,Vladyslav Lopatin,2
5877,Gerardo Arturo Lopez-Muñoz,5
5878,Natalia Łopian,7
5879,Robert Łopusiak,1
5880,Małgorzata Łopuszyńska,2
5881,Natalia Łopuszyńska,4
5882,Wiktor Lorek,7
5883,Sylwia Lorenc,5
5884,Anna Łoś,1
5885,Klaudia Łoś,1
5886,Marcin Łoś,34
5887,Marcin Mateusz Łoś,23
5888,Nerea Uriarte Losada,4
5889,Stanisław Losiak,9
5890,Wojciech Łosiowski,71
5891,Ludwik Loska,1
5892,Maciej Łowisz,44
5893,Krzysztof Łoziak,1
5894,Władysław Łoziak,6
5895,Stupnicka Teresa Łozowicka,1
5896,Karolina Lubaczewska,111
5897,Jan Lubaś,18
5898,Robert Lubaś,1
5899,Wiesław Lubaszewski,1
5900,Maria Lubecka,11
5901,Adrian Lubecki,40
5902,Artur Luberda,16
5903,Michał Lucjan Lubieniecki,41
5904,Judyta Luboch,29
5905,Katarzyna Luboń,1
5906,Wojciech Luboń,37
5907,Marta Lubszczyk,1
5908,Mariusz Łucarz,9
5909,Małgorzata Luchter-Boba,79
5910,Ewa Łucka,10
5911,Magdalena Łucka,107
5912,Błażej Łucki,1
5913,Mariusz Łucki,3
5914,Zbigniew Łucki,15
5915,Anna Łuczak,1
5916,Ignacy Łuczak,18
5917,Rafał Łuczak,44
5918,Ewa Łuczkowska,1
5919,Stanisław Franciszek Łuczyński,9
5920,Maciej Ludrowski,71
5921,Marta Ludwicka,1
5922,Anna Ludwig,27
5923,Maciej Ludwig,3
5924,A. Ludwik,1
5925,Aleksandra Ludwik,1
5926,Wiesław Ludwin,30
5927,Beata Ludwińska,0
5928,Anna Łudzik,2
5929,Konrad Lukaj,75
5930,Łukasz Łukańko,1
5931,Adam Łukasiewicz,2
5932,Igor Łukasiewicz,1
5933,Patryk Łukasiewicz,37
5934,Daria Łukasik,1
5935,Jakub Łukasik,1
5936,Jan Łukasik,1
5937,Jarosław Łukasik,6
5938,Krzysztof Łukasik,5
5939,Piotr Łukasik,9
5940,Szymon Łukasik,73
5941,Szymon Łukasik,1
5942,Alicja Łukaszczyk,7
5943,Kamil Lukaszczyk,42
5944,Wojciech Łukaszczyk,2
5945,Aneta Łukaszek-Sołek,86
5946,Mariusz Łukaszewski,1
5947,Krzysztof Łukawski,2
5948,Weronika Łukianiuk,187
5949,Tomasz Łukomski,3
5950,Janusz Łuksza,63
5951,Anna Lulek,2
5952,Huy Le Luong,10
5953,Michał Lupa,63
5954,Piotr Łuska,1
5955,Mateusz Lustofin,2
5956,Łukasz Luśtyk,79
5957,Mirosław Luśtyk,19
5958,Maciej Łuszcz,1
5959,Patryk Łuszcz,2
5960,Michał Łuszczak,19
5961,Łukasz Łuszczek,5
5962,Piotr Łuszczek,8
5963,Małgorzata Łuszczkiewicz,2
5964,Adam Łuszpaj,1
5965,P. Lutosławski,8
5966,Magdalena Luty-Błocho,1
5967,Grzegorz Luty,8
5968,Wojciech Łużny,1
5969,Jiaqing Lv,68
5970,Krzysztof Łyczko,4
5971,Paweł Łydek,128
5972,Paulina Łyko,5
5973,Katarzyna Łyp-Wrońska,49
5974,Oleksandr Lypchanskyi,6
5975,Łukasz Łysik,29
5976,Marcin Łysik,49
5977,Mikołaj Łyskowski,22
5978,Marcelina Łysoń,2
5979,Barbara Łysoń-Sypień,2
5980,Klaudia Łyszczarz,33
5981,Paweł Łyżwa,6
5982,Aleksander Mac,34
5983,Magdalena Mac,7
5984,Aleksandra Mach,2
5985,Gabriela Mach,1
5986,Michał Mach,1
5987,Krzysztof Machaczek,3
5988,Izabela Machaczka,7
5989,Józef Machaczka,2
5990,Dominik Machaj,4
5991,Agnieszka Machalska,1
5992,Anna Machalska-Garbacz,2
5993,Beata Macherzyńska,1
5994,Mariusz Macherzyński,2
5995,Bogusława Macheta,19
5996,Jan Macheta,52
5997,Łukasz Machniak,86
5998,Zyta Machnicka,13
5999,Tomasz Machniewicz,12
6000,Kacper Machnik,99
6001,Piotr Machnik,1
6002,Ryszard Michał Machnik,98
6003,Artur Machno,1
6004,Marcin Machno,1
6005,Patryk Machoczek,96
6006,Estera Machoń,10
6007,Michalina Zofia Machowicz,1
6008,Krystyna Machowska,1
6009,Magdalena Machowska,1
6010,Małgorzata Machowska,4
6011,Andrzej Machowski,1
6012,Bogusław Machowski,18
6013,Grzegorz Machowski,1
6014,Józef Machowski,3
6015,Tomasz Machowski,3
6016,Witold Machowski,138
6017,Wojciech Machowski,2
6018,Tomasz Machula,1
6019,Dawid Machulec,85
6020,Teresa Machulec,18
6021,Bartosz Machura,4
6022,Michał Machura,3
6023,Adam Machynia,3
6024,Anna Maciąg,1
6025,Filip Maciąg,3
6026,Jadwiga Maciaszek,7
6027,Małgorzata Maciążka,2
6028,Natalia Maciejończyk,8
6029,Karolina Maciewicz,81
6030,Joanna Maciocha,1
6031,Andrzej Macioł,10
6032,Andrzej Macioł,1
6033,Piotr Macioł,1
6034,Przemysław Maciołek,102
6035,Kamil Maciuk,1
6036,Piotr Macko,76
6037,Krzysztof Maćkosz,6
6038,Edward Maćków,125
6039,Piotr Maćków,2
6040,Iwona Maćkowska,31
6041,Tomasz Maćkowski,11
6042,Aleksandra Macuda,2
6043,Jan Macuda,1
6044,Łukasz Macuda,116
6045,Aleksandra Macura,2
6046,Marek Macura,250
6047,Alicja Macyk,1
6048,Czesław Mączka,1
6049,Elżbieta Mączka,3
6050,Magda Mączka,3
6051,Wiesław Mączka,10
6052,Mariola Maczuga,2
6053,Paweł Maczuga,11
6054,Aneta Mączyńska,20
6055,Gabriela Anna Madalska,30
6056,Dominika Madej,7
6057,Janusz Madej,14
6058,Kacper Madej,1
6059,Kacper Madej,251
6060,Karolina Madej-Kaczmarczyk,66
6061,Łukasz Madej,4
6062,Marcin Madej,1
6063,Mateusz Madej,3
6064,Michał Madej,410
6065,Piotr Madej,193
6066,Tomasz Madej,5
6067,Wiesław Madej,2
6068,Zdzisław Madej,10
6069,Grzegorz Madeja,48
6070,Katarzyna Madeja,48
6071,Szymon Madeja,1
6072,Olga Madejczyk-Dziedzic,14
6073,Dawid Madejski,1
6074,Paweł Madejski,5
6075,Arkadiusz Madetko,79
6076,Michał Madoń,1
6077,Jacek Madura,144
6078,Dominik Madusiok,1
6079,Leszek Magalas,1
6080,Krzysztof Magda,52
6081,Łukasz Magda,11
6082,Przemysław Magda,95
6083,Roman Magda,2
6084,Janusz Magdoń,38
6085,Andrzej Magdziarz,5
6086,Aneta Magdziarz,119
6087,Andrzej Magiera,2
6088,Anna Magiera,1
6089,Franciszek Magiera,233
6090,Janusz Magiera,46
6091,Krzysztof Magiera,34
6092,Marek Magiera,1
6093,Tomasz Magiera,46
6094,Weronika Magiera,8
6095,Marcin Magierło,79
6096,Karolina Magoń,38
6097,Zbigniew Magoński,1
6098,Marek Magryś,1
6099,Robert Maguda,1
6100,Pascal Muam Mah,78
6101,Adam Mahdi,18
6102,Abdelrahman Romisaa Mahmoud,1
6103,Helena Mainczyk,20
6104,Ievgenii Maistrenko,15
6105,Anna Maj,11
6106,Artur Maj,1
6107,Grzegorz Maj,3
6108,Klaudia Maj,11
6109,Krzysztof M. Maj,1
6110,Maria Maj,1
6111,Piotr Maj,286
6112,Wojciech Maj,40
6113,Maciej Majcher,103
6114,Mateusz Majcher,184
6115,Michał Majcher,12
6116,Tadeusz Majcherczyk,1
6117,Tatiana Majcherkiewicz,8
6118,Justyna Majchrowicz,1
6119,Michał Majchrowicz,195
6120,Magdalena Majchrowska,18
6121,Gabriela Majchrowska-Tomkiewicz,3
6122,Dawid Majchrowski,11
6123,Anna Majchrzak,39
6124,Teresa Majda,2
6125,Piotr Majdak,1
6126,Witold Majdak,8
6127,Paweł Majdosz,2
6128,Agata Majer,1
6129,Agnieszka Majer-Durman,15
6130,Marek Majer,10
6131,Piotr Majerski,1
6132,Emilia Majerz,23
6133,Ewelina Majewska,1
6134,Katarzyna Majewska,12
6135,Katarzyna Majewska,2
6136,Marta Majewska,7
6137,Kinga Majewska-Zawadzka,45
6138,Zofia Majewska,3
6139,Zuzanna Majewska,15
6140,Janusz Majewski,32
6141,Maciej Majewski,37
6142,Maciej W. Majewski,1
6143,Marcin Majewski,1
6144,Mariusz Majewski,1
6145,Michał Majewski,288
6146,Piotr Majewski,1
6147,Stanisław Majewski,10
6148,Shalini Maji,2
6149,Jarosław Majka,1
6150,Kinga Majko,17
6151,Emilia Majkowska,2
6152,Marcin Majkrzak,253
6153,Konrad Majkut,1
6154,Leszek Majkut,2
6155,Łukasz Majkut,1
6156,Szymon Majkut,17
6157,Filip Major,133
6158,Katarzyna Major-Gabryś,1
6159,Janusz Majta,1
6160,Małgorzata Makar,3
6161,Bohdan Makary,159
6162,Krzysztof Makieła,224
6163,Dominika Makowska,3
6164,Dorota Makowska,2
6165,Magdalena Makowska,2
6166,Marcin Makowski,16
6167,Weronika Maksymiuk,62
6168,Agata Maksymowicz,1
6169,Andrzej Zbigniew Maksymowicz,11
6170,Lidia Maksymowicz,1
6171,Mykola Maksymuk,55
6172,Andrzej Makuch,37
6173,Krystyna Makuch,36
6174,Mieszko Makuch,12
6175,Teresa Makuch,16
6176,Piotr Makulec,10
6177,Piotr Malaca,2
6178,Krzysztof Malach,13
6179,Tomasz Małachowski,1
6180,Szczepan Malaga,1
6181,Krzysztof Malarz,2
6182,Piotr Malasiński,3
6183,Grzegorz Malata,1
6184,Małgorzata Malata,107
6185,Paulina Malatyńska,4
6186,Filip Malawski,50
6187,Maciej Malawski,15
6188,Anna Malcharek,16
6189,Piotr Malcharek,37
6190,Tadeusz Malcher,455
6191,Jan Malczak,1
6192,Mateusz Małczak,18
6193,Anna Malczewska,25
6194,Antoni Malczyk,1
6195,Marian Malec,1
6196,Daniel Malecha,15
6197,Anna Małecka,1
6198,Barbara Małecka,6
6199,Andrzej Małecki,3
6200,Jerzy Małecki,53
6201,Mateusz Małecki,70
6202,Paweł Małecki,101
6203,Stanisław Małecki,3
6204,Krzysztof Malejka,2
6205,Maria Malejki,125
6206,Anna Małek,112
6207,Weronika Małek,1
6208,Marcin Maleta,12
6209,Konrad Malewski,40
6210,Monika Malich,1
6211,Janusz Malicki,12
6212,Łukasz Malicki,2
6213,Mateusz Malicki,1
6214,Akshay Malige,4
6215,Adrianna Malik,6
6216,Daniel Malik,37
6217,Hubert Malik,2
6218,Radosław Malik,1
6219,Stanisław Malik,20
6220,Dawid Malina,17
6221,Grzegorz Malina,2
6222,Agnieszka Malinowska,5
6223,Agnieszka A. Malinowska,1
6224,Kazimiera Malinowska,112
6225,Patrycja Malinowska,7
6226,Czesław Malinowski,127
6227,Janusz Malinowski,5
6228,Leszek Malinowski,1
6229,Marcel Malinowski,55
6230,Paweł Malinowski,31
6231,Rafał Malinowski,1
6232,Tomasz Malinowski,1
6233,Zbigniew Malinowski,68
6234,Piotr Małka,47
6235,Piotr Małkowski,12
6236,Bartłomiej Małkus,200
6237,Karol Malmur,47
6238,Patrycja Malmur,189
6239,Oliwia Maloch,1
6240,Bartosz Małocha,2
6241,Renata Małodzińska,1
6242,Jan Małolepszy,1
6243,Piotr Małoszewski,1
6244,Andrzej Małota,1
6245,Renata Małota,327
6246,Sławomir Maludziński,12
6247,Piotr Małyjurek,1
6248,Ewa Małysa,2
6249,Dawid Małysza,2
6250,Marcin Małysza,1
6251,Marcin Małysza,26
6252,Mateusz Małyszko,1
6253,Magdalena Mamak,4
6254,Marzena Mamak-Zdanecka,8
6255,Andrzej Mamala,5
6256,Karolina Mamczarz,12
6257,Maria Mamica,64
6258,Aleksander Mamla,516
6259,Kazimierz Mamro,0
6260,Ha Quang Man,4
6261,Aishwarya Manchanda,1
6262,Lucjana Mandecka-Kamień,38
6263,Jan Mandecki,1
6264,Kaja Mandera,1
6265,Sara Mandera,3
6266,Jacek Mańdziuk,8
6267,Aleksandra Manecka,1
6268,Andrzej Manecki,36
6269,Maciej Manecki,310
6270,Izabela Mania,2
6271,Ryszard Mania,129
6272,Dominik Maniak,2
6273,Elżbieta Maniak,1
6274,Gabriela Maniak,2
6275,Paweł Manikowski,2
6276,Valeria Manitcaia,0
6277,Jan Manitius,4
6278,Anna Mańka,8
6279,Mateusz Mańka,1
6280,Michał Mańka,92
6281,Henryka Manterys,1
6282,Joanna Maraszek,4
6283,Anna Maraszewska,2
6284,Maria Maraszewska,6
6285,Dominika Marcak,1
6286,Henryk Marcak,83
6287,Andrzej Marchewka,1
6288,Dariusz Marchewka,34
6289,Dominika Marchewka,1
6290,Izabela Marchewka,0
6291,Jacek Marchewka,1
6292,Jakub Marchewka,53
6293,Józef Marchewka,2
6294,Anna Marchlewska,2
6295,Patrycja Marchwica,1
6296,Ewelina Marcinek,9
6297,Ewa Marciniak,3
6298,Jolanta Marciniak-Kowalska,66
6299,Mirosław Marciniak,5
6300,Anna Marciniec,1
6301,Karol Marcinkiewicz,15
6302,Elżbieta Marcinkowska,84
6303,Wojciech Marcinkowski,4
6304,Konstancin Marcinowski,1
6305,Lidia Marcińska-Mazur,36
6306,Marianna Marciszko-Wiąckowska,80
6307,Łukasz Marcjan,0
6308,Robert Marcjan,49
6309,David Marcu,2
6310,Marta Marczak-Grzesik,52
6311,Mateusz Marczak,1
6312,Patryk Marczak,0
6313,Jolanta Marczewska,1
6314,Radosław Marczuk,26
6315,Antoni Marczyk,24
6316,Monika Marczyk,1
6317,Michał Marczyński,56
6318,Aleksandra Mardaus,1
6319,Edyta Mardaus-Konicka,1
6320,Stanisław Marecik,1
6321,Aleksandra Marecka,40
6322,Paweł Marecki,1
6323,Aleksandra Marek,1
6324,Karolina Marek,0
6325,Krzysztof Marek,1
6326,Julia Margielewska,2
6327,Jan Marianowski,80
6328,Florian Markiewicz,1
6329,Jerzy Markiewicz,2
6330,Karolina Markiewicz,3
6331,Paweł Markiewicz,9
6332,Carl Marklund,1
6333,Jan Marković,3
6334,Andrzej Markowicz,21
6335,Gabriela Markowicz,2
6336,Dominik Markowski,1
6337,Jan Markowski,6
6338,Michał Markowski,0
6339,Marta Markuś,1
6340,Dariusz Marmol,1
6341,Marcin Marmol,1
6342,Urszula Marmol,34
6343,Jan Marosz,4
6344,Marcin Maroszek,2
6345,Krzysztof Mars,112
6346,Maksymilian Mars,2
6347,Piotr Mars,12
6348,Aneta Marszałek,1
6349,Anna Marszałek,0
6350,Jolanta Marszałek,4
6351,Konstanty Marszałek,242
6352,Mariola Marszałek,61
6353,Zbigniew Marszałek,56
6354,Adrian Marszalik,1
6355,Dawid Marszalik,1
6356,Dorota Marszalik,11
6357,Katarzyna Marszalik,0
6358,Konrad Marszalik,3
6359,Tobias Martin,6
6360,Alicja Martinek,1
6361,Comesaña Sara Martínez,2
6362,Rodriguez Daimarys Martinez,2
6363,Rita Martins,3
6364,Adam Martowicz,226
6365,Michał Martuś,2
6366,Piotr Martyna,3
6367,Zbigniew Martyniak,18
6368,Paweł Martynowicz,48
6369,Karol Martyński,6
6370,Monika Maruszak,2
6371,Marcin Maruta,1
6372,Michał Maruta,65
6373,Przemysław Marynowski,29
6374,Anna Marzec,1
6375,Eliza Marzec,1
6376,Jacek Marzec,94
6377,Katarzyna Marzec,3
6378,Mateusz Marzec,13
6379,Mateusz M. Marzec,231
6380,Michał Marzec,17
6381,Paweł Marzec,50
6382,Paweł Marzec,10
6383,Piotr Marzec,1
6384,Faysal Marzuk,3
6385,Natalia Masarska,1
6386,Mariusz Mąsior,20
6387,Adrianna Maślanka,35
6388,Ewelina Maślanka,2
6389,Józef Maślanka,23
6390,Karolina Maślanka,2
6391,Marcin Maślanka,35
6392,Paweł Maślanka,1
6393,Mikita Maslouski,4
6394,Barbara Masłowska-Kuśnierz,5
6395,Tomasz Masłyk,62
6396,Alicja Masny,1
6397,Amadeusz Masny,1
6398,Jerzy Michał Massalski,3
6399,Mateusz Mastalerczyk,0
6400,Agnieszka Mastalerz-Świderska,5
6401,Joanna Mastalska-Popławska,103
6402,Wojciech Mastej,73
6403,Tomasz Masternak,10
6404,Piotr Masztalski,0
6405,Filip Matachowski,36
6406,Michał Matachowski,1
6407,Jakub Matejko,1
6408,Katarzyna Matejko,1
6409,Piotr Matera,1
6410,Karolina Materek,3
6411,Andrzej Materna,1
6412,Małgorzata Maternowska,84
6413,Laura Mateusiak,1
6414,Kamil Mathews,2
6415,Andrzej Matiolański,26
6416,Anna Matkowska,2
6417,Kazimierz Matl,5
6418,Barbara Matlak,12
6419,Krzysztof Matlak,92
6420,Michał Matłosz,1
6421,Paulina Matoga,2
6422,Natalia Matonis,6
6423,Anna Matonóg,3
6424,Andrzej Matras,29
6425,Beata Matras,6
6426,Edyta Matras,2
6427,Małgorzata Matuła,2
6428,Oliwia Matuła,2
6429,Rafał Matuła,65
6430,Wojciech Matuła,1
6431, Aleksandra Matusiak,1
6432,Katarzyna Matusiak,104
6433,Michał Matusiak,1
6434,Piotr Matusiewicz,64
6435,Alicja Matusik,1
6436,Jakub Matusik,203
6437,Mateusz Matusik,8
6438,Tomasz Matuska,1
6439,Jakub Matuszak,2
6440,Zenon Matuszak,51
6441,Joanna Matuszek,1
6442,Krzysztof Matuszek,3
6443,Dominika Matuszewska,49
6444,Anna Matuszyk,2
6445,Dominika Matuszyk,1
6446,Iwona Matuszyk,7
6447,Janusz Matuszyk,1
6448,Paweł Matuszyk,36
6449,Karolina Matwij,13
6450,Wojciech Matwij,46
6451,Agata Matyasik,2
6452,Piotr Matyasik,44
6453,Piotr Matyaszek,1
6454,Lucyna Matykowska,6
6455,Magdalena Wiktoria Matys,16
6456,Katarzyna Aleksandra Matysiak,7
6457,Piotr Matysiak,1
6458,Agnieszka Matysik,1
6459,Antoni Matysik,1
6460,Piotr Matysik,2
6461,Jacek Matyszkiewicz,94
6462,Wojciech Mayer,45
6463,Stefania Mayerhofer,8
6464,Aleksander Mazgaj,1
6465,Artur Mazgała,1
6466,Dagmara Maziarka,2
6467,Przemysław Maziarka,2
6468,Łukasz Maziarz,1
6469,Michał Maziarz,114
6470,Paulina Maziarz,33
6471,Wojciech Maziarz,94
6472,Adam Mazur,1
6473,Agata Mazur,27
6474,Agnieszka Mazur,1
6475,Aleksander Mazur,0
6476,Chrystian Mazur,4
6477,Ewelina Mazur,1
6478,Gabriela Mazur,80
6479,Grzegorz Mazur,11
6480,Katarzyna Mazur,2
6481,Konrad Mazur,2
6482,Krzysztof Mazur,2
6483,Łukasz Mazur,7
6484,Łukasz Mazur,5
6485,Łukasz Mazur,24
6486,Maciej Mazur,3
6487,Maciej Mazur,2
6488,Marcin Mazur,55
6489,Marian Mazur,71
6490,Marta Mazur,1
6491,Mateusz Mazur,1
6492,Patrycja Mazur,2
6493,Renata Mazur,1
6494,Robert Mazur,68
6495,Robert Mazur,0
6496,Roman Mazur,2
6497,Sylwia Mazur,1
6498,Tomasz Mazur,28
6499,Weronika Mazur,23
6500,Yurii Mazur,1
6501,Zbigniew Mazur,3
6502,Zygmunt Mazur,82
6503,Jakub Mazurek,21
6504,Kamil Mazurek,2
6505,Marek Mazurek,1
6506,Paweł Mazurek,39
6507,Szymon Mazurek,4
6508,Szymon Mazurek,0
6509,Julia Mazurenko,2
6510,Bartłomiej Mazurkiewicz,15
6511,Bogusław Mazurkiewicz,62
6512,Ewelina Mazurkiewicz,41
6513,Filip Mazurkiewicz,4
6514,Justyna Mazurkiewicz,28
6515,Łukasz Mazurkiewicz,10
6516,Maciej Mazurkiewicz,55
6517,Owidiusz Mazurkiewicz,6
6518,Julia M. Mazurków,24
6519,Daragh McInerney,1
6520,Emilia Męcfel,0
6521,Justyna Mech,27
6522,Krzysztof Mech,115
6523,Aneta Medaj,2
6524,Marta Mędala,5
6525,Sławomir Mederski,37
6526,Jan Mędoń,3
6527,Sebastian Medoń,8
6528,Zdzisława Medoń,4
6529,Justyna Mędrala,6
6530,Radosław Mędrala,1
6531,Katarzyna Mędrela,2
6532,Bartłomiej Medygrał,1
6533,Jan Meizner,41
6534,Javier B. Melgarejo,1
6535,Michał Melon,1
6536,Elżbieta Menaszek,45
6537,Oskar Mencel,1
6538,Maciej Mencner,1
6539,Wiktor Mendalka,1
6540,Weronika Mendera,1
6541,Krzysztof Mendrok,135
6542,Nyamaa Mendsaikhan,1
6543,Łukasz Mendyk,1
6544,Paweł Mendyka,57
6545,Kazimiera Mendys,14
6546,Marcin Mentel,3
6547,Szymon Mentel,2
6548,Adrian Mentelski,1
6549,Natalia Merchut,3
6550,Tomasz Meresiński,1
6551,Anna Mermon,2
6552,Mariusz Meszka,71
6553,Klaudia Metelska,15
6554,Sara Metwally,31
6555,Bartosz Meus,2
6556,Jordan Mężyk,12
6557,Van-Veen Anna Miączyńska,2
6558,Luiza Miałkos,2
6559,Tomasz Miąsko,1
6560,Artur Miazga,1
6561,Piotr Andrzej Micek,97
6562,Bartłomiej Michalak,0
6563,Dariusz Michalak,9
6564,Magdalena Michalak,4
6565,Mateusz Michalak,1
6566,Michał Paweł Michalak,10
6567,Piotr Michalak,93
6568,Maciej Michalczak,4
6569,Michał Michałczak,0
6570,Jerzy Michalczyk,96
6571,Krzysztof Michalczyk,67
6572,Tomasz Michalczyk,27
6573,Barbara Michalec,4
6574,Joanna Michalec,1
6575,Kinga Michalec,21
6576,Tomasz Michalec,1
6577,Jarosław Michałek,16
6578,Łukasz Michałek,2
6579,Marcin Michałek,11
6580,Przemysław Michałek,1
6581,Tomasz Michałek,5
6582,Ilona Michalik,8
6583,Jan Michalik,41
6584,Kazimierz Michalik,23
6585,Krzysztof Michalik,3
6586,Marek Michalik,2
6587,Mariola Michalik,5
6588,Sylwia Michalik,2
6589,Andrzej Michaliszyn,55
6590,Katarzyna Michałów,15
6591,Krystyna Michałowska,11
6592,Maciej Michałowski,25
6593,Katarzyna Michalska,3
6594,Kamil Michalski,1
6595,Łukasz Michalski,1
6596,Marek Ł. Michalski,57
6597,Mariusz Michalski,2
6598,Michał Michalski,1
6599,Paweł Michalski,1
6600,Sławomir Michalski,2
6601,Szymon Michalski,1
6602,Tomasz Michalski,1
6603,Jakub Michczyński,1
6604,Edward Michlowicz,203
6605,Mateusz Michna,2
6606,Michał Michna,37
6607,Justyna Michniak,9
6608,Dagmara Michoń,12
6609,Joanna Michoń,3
6610,Beata Michorczyk,2
6611,Grzegorz Michta,107
6612,Paweł Miciński,6
6613,Urszula Mider,1
6614,Michał Miechowski,0
6615,Juliusz Miecznik,22
6616,Lucjan Miękina,16
6617,Bartosz Mielan,26
6618,Dajana Mielczarek,1
6619,Dominik Mielczarek,22
6620,Łukasz Mielczarek,1
6621,Michał Mielczarek,6
6622,Mikołaj Mielczarek,8
6623,Przemysław Mielczarek,98
6624,Wojciech Mielczarek,3
6625,Monika Mielniczuk,1
6626,Rafał Mielniczuk,7
6627,Paweł Miera,2
6628,Michał Mierczak,1
6629,Anna Miernik,3
6630,Katarzyna Miernik,13
6631,Monika Mierzwa-Hersztek,69
6632,Paweł Mierzwa,1
6633,Władysław Mierzwa,27
6634,Rafał Mięso,61
6635,Krzysztof Mięsowicz,2
6636,Jerzy Mieszaniec,54
6637,Dawid Mieszczak,2
6638,Jakub Mieszczak,0
6639,Dominik Mieszczanek,1
6640,Agnieszka Mietła,7
6641,Krzysztof Mietła,1
6642,Natalia Mietła,2
6643,Piotr Mietniowski,20
6644,Andrzej Miga,4
6645,Bartłomiej Miga,3
6646,Andrzej Migacz,8
6647,Ewelina Migacz,1
6648,Katarzyna Migacz,17
6649,Ewa Migaczewska,39
6650,Beata Migas,2
6651,Piotr Migas,96
6652,Bartłomiej Migda,0
6653,Dominika Migdał,7
6654,Dominika Migdał,1
